,Unnamed: 0,Message,Narrative,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
599,,stage breast cancer mean cancer spread area bodi brain bone lung liver heather current navig advanc breast cancer diagnosi follow doctor treatment plan grit hope effort prolong surviv improv qualiti life great support team hope person motiv drive im resili im feel optimist journey determin overcom diseas share share word encourag heather help keep spirit high,1,,,,
600,,diagnos stage invas ductal carcinoma earli april underw lumpectomi round radiat diagnos scari go alon support surgeri appoint initi diagnosi terrifi face cancer pandem fun beauti peopl home help watch children peopl time offer meal support make call check arriv last treatment appoint side devast walk car surpris famili realiz along spirit prayer everi day take breast cancer manda rang bell complet final round radiat help us celebr mileston comment below,1,,,,
601,,often hear breast cancer journey focus earli detect diagnosi treatment recoveri hard fulli understand realiti cancer chang forev say life post cancer constant strive regain normalci other embolden experi theyv endur youv face cancer diagnosi life survivor look like hope share us comment below,1,,,,
602,,dee current navig breast cancer find strength cope mani complic come diagnosi pleas join us lift word encourag,1,,,,
603,,bilater mastectomi april margin came back clear relief complet cycl chemotherapi continu immunotherapi everi week next year begin daili radiat week fulli heal surgeri forego reconstruct surgeri consid medic necessari decid probabl good thing time think someth realli want day feel littl bit better littl bit stronger littl girl becom comfort scar love see hair come back wish lindsay continu progress hopejourney heal proceed immunotherapi treatment,1,,,,
604,,corinn stori inspir us believ alway someth grate octob diagnos breast cancer gone annual appoint doctor sent mammogram turn june idea cancer day later realiz miss period scariest moment life thought go plan pregnanc diagnosi cancer met amaz doctor oncologist breast surgeon obgyn high risk doctor togeth support partner doug embark scariest journey life went round treatment pregnant mom older boy petrifi risk june th jaden dougla born healthi babi truli light came dark famili complet continu fight cancer doubl mastectomi juli th start chemo septemb nd start radiat proceed full reconstruct cancer end hope messag help pregnant cancer patient know alon light light shine brightest dark,1,,,,
605,,love photo taken kati th round chemo candid share experi caption photo cannot believ close done chemo still radiat finish chemo huge step excit honest bring mani emot well complet surviv mode sinc diagnos focus next step front everi week see oncologist chemo month straight weird part routin safeti net sort start emot process heal linear move forward certain celebr victori chemo onto radiat final step activ treatment thank prayer ask continu pray strength courag heal tomorrow kati undergo final round chemotherapi pleas join us celebr mileston leav word encourag below,1,,,,
606,,happi nationalcancersurvivorsday today day hope whove diagnos type cancer ann august mark year sinc face breast cancer found lump shower didnt get check month later annual exam hindsight wish seen doctor sooner ann underw doubl mastectomi abl forgo radiat chemo treatment year diagnos discov women circl breast cancer led believ help other similar situat purpos ann advoc nbcf program offer proud share abl connect friend patient navig thank program survivor thank strength inspir join us celebr download im survivor facebook frame today,1,,,,
607,,sad hear news actress julia loui dreyfus diagnos breast cancer join us keep thought prayer,1,,,,
608,,covid met oncologist first time via zoom rememb sit kitchen tabl husband doctor log think inappropri imperson discuss zoom alreadi knew would need chemo mammogram result high risk micrometastasi lymph node realli hard time get zoom part actual turn fine oncologist wonder took time explain everyth answer endless question valid feel zoom meet unfortun way doctor patient meet first time work day chemo start kept sane mind occupi someth cancer chemo start work risk high given covid fortun posit abl stay work take time focus look forward go back fill schedul start octob st,1,,,,
609,,latasha feel victori breast cancer diagnosi ring bell last treatment day join us wish well survivorship journey,1,,,,
610,,diagnos begin pandem feb actual get car end crazi shift pediatr critic care nurs hospit number caller id surgeon confirm biopsi cancer shock look back think alreadi knew answer cri whole way home lane rush hour traffic still sure made home day husband think look knew answer surgeri day elect procedur cancel round chemo radiat halfway done look back phone call chang trajectori alreadi hot mess covid sure actual process everyth happen know stronger person it,1,,,,
611,,new year want give someth person treasur thing keep go stage mbc treatment plan optimist thank love support journey togeth think strength courag amaz see pictur happi new year women like leann inspir us keephopeal continu propel mission forward,1,,,,
612,,face breast cancer made grate swollen lymph node arm follow doctor diagnos stage breast cancer year old treatment plan consist round chemo last day chemo entir famili wait outsid window celebr go month radiat follow lumpectomi would tell someon diagnos get better first month hardest lot doctor appoint tell friend famili difficult plan place get littl better dont get discourag tri stay posit hope,1,,,,
613,,sad hear ana alecia woman whose danc video chemo inspir thousand pass away thought prayer famili friend,1,,,,
614,,beth daughter share admir love mom support despit shes amaz role model play import role life beth current face second breast cancer recurr hope join us send thought encourag posit vibe beth courag navig breast cancer again,1,,,,
615,,sad hear singer actress olivia newton john diagnos breast cancer spread sacrum thought famili face difficult news life metastat breast cancer,1,,,,
