,Message,Narrative,,,,
,Dr Normand Pouliot has been funded by NBCF to discover how to predict which women will develop metastatic breast cancer later in life - information which could spare many the fear that their cancer will come back at any time. Read more about Dr. Pouliot's research project here http://bit.ly/2pgTszk:=:http://nbcf.org.au/research/our-research/our-researchers/dr-normand-pouliots-contribution-to-breast-cancer-research/?utm_source=facebook&utm_medium=social&utm_term=Research&utm_content=IE&utm_campaign=metBC,,,,,
,The skies are a shade of pink this October thanks to Qantas and their employee led #weflypink initiative. We love seeing Qantas and Jetstar Australia crew getting involved with this campaign - swapping out their normal gold epaulettes (shoulder stripes) for pink epaulettes! If you are flying with them this October don’t miss the opportunity to post a picture and tag #weflypink. Visit http://flypink.net/ for more information.,,,,,
,There is sunshine in my soul today. #MotivationMonday,,,,,
,"Chris and Ian Robins are finally home this week after completing an ambitious trek around Australia as part of their fundraiser! Incredibly, the couple have walked up to 20km per day for the last 12 months, meeting with local communities all over the country to raise awareness and funds for breast and prostate cancer. The couple from Stanthorpe, Queensland have raised over $22,000 for the National Breast Cancer Foundation (NBCF) and The Prostate Cancer Foundation of Australia (PCFA) in addition to spreading the important message of early detection and awareness to everyone they met along the way. Here they are enjoying a welcome home cake for Ian's 66th birthday! Well done to these amazing people, we are so grateful to have with you on this journey. You can support their new awareness campaign at Purple Dove Awareness Group.",,,,,
,"Carl joined the 55 Squat Challenge in memory of his wife who sadly lost her life to breast cancer. Our mission of Zero Deaths by 2030 means no one will lose a wife, mother, sister, brother, son or friend to breast cancer. Find out more - https://fundraise.nbcf.org.au/22VP6N:=:https://fundraise.nbcf.org.au/event/the-55-squat-challenge/home?utm_source=socialmedia&utm_medium=organic&utm_campaign=55squats& #ZeroBy2030",,,,,
,"Who's ready for summer? Shop with Birkenstock Australia this October! Every sale of the Arizona EVA, Gizeh EVA and Rio Kids EVA in Beetroot Purple supports NBCF. Available online at https://www.birkenstock.com.au/products/collection/support-nbcf @birkenstockau #ZeroBy2030",,,,,
,"We are currently funding 31 projects looking into metastatic breast cancer with more being funded in 2020. Together, we can beat breast cancer. #ZeroBy2030 #breastcancer",,,,,
,"Sally was diagnosed with HER2+ breast cancer in 2015 at the age of 43. The day after her diagnosis, Sally was on the operating table for a lumpectomy followed by three months of weekly chemotherapy, six weeks of daily radiotherapy, 12 months of the drug Herceptin and five years of Tamoxifen. In 2018, Sally joined NBCF’s Melbourne Circle of 10, a group of influential women helping to make zero deaths from breast cancer a reality. #ZeroBy2030",,,,,
,"Genevieve’s grandmother has survived breast cancer twice. But, so many of Genevieve’s friends and family have lost someone to the disease. This is exactly why she wanted to take action to stop breast cancer in its tracks by shaving her head to raise vital awareness and funds for research. Research that will change the outcomes for all those diagnosed. Will you be a Zero Hero like Genevieve and make a difference today? http://ow.ly/4uRJ50qI2pw #headshave #ZeroBy2030",,,,,
,"In January of this year, TV personality Jake Ellis lost the strongest, most special person in his life – his mum, Robyn. First diagnosed with breast cancer over 25 years ago, Robyn kept their close family together through years of invasive surgery, stem cell transplants and treatments. Six months on, her death is still difficult to grasp. “As much as it sounds optimistic, I never thought we’d actually lose her, because over those 25 years she had continually fought, she continually beat it,” Jake said. Now, in his Mum’s honour, Jake’s determined to raise awareness for breast cancer research towards better outcomes for all. You too can help us. Visit nbcf.org.au to take action today. #ZeroBy2030",,,,,
,#ItTakesBallz to raise $1 MILLION for cancer research! We’re thrilled to announce the launch of Youfoodz new initiative that aims to sell one-million of their iconic choc-coconut protein balls. $1 from every ball sold will be donated to National Breast Cancer Foundation and the Prostate Cancer Foundation of Australia to fund vital cancer research. Help them get the ball rolling by grabbing yours today. Stockist details via http://bit.ly/2IG8fzF,,,,,
,"In 2010, at the age of 52, Melissa was diagnosed with metastatic breast cancer. She had a two-year-old grandson and found it very hard to cope with the idea of not seeing her grandchildren grow up. Fortunately this year, she will see her grandson celebrate his ninth birthday. Melissa is grateful for the research that has given her almost eight more years of life since her diagnosis. It is likely her treatment options will run out because her cancer will eventually become resistant to the options that are currently available to her, however she is certain there is hope. Melissa has chosen to share her story in this important month for Breast Cancer Awareness, so that people understand the reality women and men around the country are facing, and why we need research to create a better tomorrow for breast cancer. Make a tax-deductible donation to breast cancer research at http://bit.ly/2i2Cu8k",,,,,
,"This stunning pink Aragonite and solid sterling silver bracelet consists of 6mm beads threaded onto industrial strength elastic. It is handmade in Tasmania by Francesca Collections and a beautiful piece, raising funds for NBCF. $20 from every purchase will be donated to NBCF. Purchase now at http://bit.ly/2qN2l4e",,,,,
,"1 in 8 Australian women — mothers, sisters, wives, daughters, friends — will be diagnosed with breast cancer in their lifetime. Help fund life-changing breast cancer research and sign up to the Women in Super Mother's Day Classic #MDC2017 #WalkAllOverBreastCancer http://bit.ly/2o4II8H",,,,,
,What's your team name for the Women in Super Mother's Day Classic? If you are thinking about doing #MDC2017 with friends or family tell us what your team will be called! http://bit.ly/2mqcjoQ,,,,,
,My best friend is the one who brings out the best in me. #MondayMotivation Who brings out the best in you?,,,,,
,"We would like to say a huge thank you to Dirty Down Under 4x4 Pink Run and Community Events for another incredible event fundraising for us in 2016. With over 400 4X4s on the day along Cooloola Coast in QLD, the event raised a phenomenal $48,485! We are so grateful for their amazing support and continued hard work to support life-changing breast cancer research. Thank you to everyone at Dirty Down Under 4x4 for making this happen and helping us work towards zero deaths from breast cancer by 2030.",,,,,
,“When I was diagnosed I felt like the floor had been ripped from under me. Up until that point I had been complaining about getting old. Suddenly I was wondering whether I would even have the chance to grow old...”,,,,,
,Happy Mother's Day! <3 🎉 Thanks for everything mum! #mothersday,,,,,
,"A huge thank you to all our fantastic fundraisers who cycled, swam and ran for research as part of Triathlon Pink this season. With the final event taking place in Sydney on Sunday, the figures are in and we are blown away – together through fundraising and donations you have raised over $150,000 for life changing breast cancer research! At NBCF, we receive no government funding, and the support of people like you has meant that in 2016 we have been able to commit over $12 million to more than 30 research projects that will contribute towards our goal of zero deaths from breast cancer by 2030. Thank you pinkies and Triathlon Pink, we couldn't do what we do without you. See you next season!",,,,,
